"iata","name","city","country","country_code","lat","lon","timezone"
"NWH","Parlin Field","Newport","US","US","43.3881","-72.189301","UTC"
"NWI","Norwich Airport","Norwich, Norfolk","GB","GB","52.6758","1.28278","Europe/London"
"NWT","Nowata Airport","Nowata","PG","PG","-9.984166666669998","149.729166667","UTC"
"NYA","Nyagan Airport","Nyagan","RU","RU","62.110001","65.614998","Asia/Yekaterinburg"
"NYE","Nyeri Airport","Nyeri","KE","KE","-0.364414","36.978485","Africa/Nairobi"
"NYG","Quantico Marine Corps Airfield / Turner Field","Quantico","US","US","38.501701","-77.305298","UTC"
"NYI","Sunyani Airport","Sunyani","GH","GH","7.36183","-2.32876","Africa/Accra"
"NYK","Nanyuki Airport","Nanyuki","KE","KE","-0.062399","37.041008","Africa/Nairobi"
"NYM","Nadym Airport","Nadym","RU","RU","65.48090362548828","72.69889831542969","Asia/Yekaterinburg"
"NYN","Nyngan Airport","NYN","AU","AU","-31.550645","147.202973","UTC"
"NYO","Stockholm Skavsta Airport","Nyköping","SE","SE","58.789656","16.911479","Europe/Stockholm"
"NYR","Nyurba Airport","Nyurba","RU","RU","63.296703","118.341953","\N"
"NYS","New York Skyports Inc Seaplane Base","New York","US","US","40.735061","-73.972814","UTC"
"NYT","Nay Pyi Taw International Airport","Naypyitaw","MM","MM","19.623501","96.200996","Asia/Rangoon"
"NYU","Bagan Airport","Nyaung U","MM","MM","21.178800582885742","94.9301986694336","Asia/Rangoon"
"NYW","Monywar Airport","Monywar","MM","MM","22.221638","95.093479","Asia/Rangoon"
"NZA","Nzagi Airport","Nzagi","AO","AO","-7.716939926149999","21.358200073200003","Africa/Luanda"
"NZC","Maria Reiche Neuman Airport","Nazca","PE","PE","-14.854","-74.961502","America/Lima"
"NZE","Nzérékoré Airport","Nzérékoré","GN","GN","7.810413","-8.702073","\N"
"NZG","Nizhneangarsk International Airport","Nizhneangarsk","RU","RU","55.8008","109.595001","UTC"
"NZH","Manzhouli Xijiao Airport","Manzhouli","CN","CN","49.566667","117.33","Asia/Shanghai"
"NZL","Zhalantun Genghis Khan Airport","Zhalantun","CN","CN","47.865942","122.768662","\N"
"NZY","North Island Naval Air Station-Halsey Field","San Diego","US","US","32.69919968","-117.2149963","America/Los_Angeles"
"OAA","Shank Air Base","Baraki Barak","AF","AF","33.922217","69.07794","Asia/Kabul"
"OAG","Orange Airport","Orange","AU","AU","-33.382014","149.131262","Australia/Sydney"
"OAH","Shindand Air Base","Shindand","AF","AF","33.3913","62.261002","Asia/Kabul"
"OAI","Bagram Airfield","Bagram","AF","AF","34.946098","69.264999","Asia/Kabul"
"OAJ","Albert J Ellis Airport","Richlands","US","US","34.829201","-77.612099","America/New_York"
"OAK","San Francisco Bay Oakland International Airport","Oakland","US","US","37.720085","-122.221184","America/Los_Angeles"
"OAL","Cacoal Airport","Cacoal","BR","BR","-11.496","-61.4508","America/Boa_Vista"
"OAM","Oamaru Airport","OAM","NZ","NZ","-44.970001","171.082001","Pacific/Auckland"
"OAN","El Arrayán Airport","Olanchito","HN","HN","15.505556","-86.574722","UTC"
"OAR","Marina Municipal Airport","Marina","US","US","36.68190002","-121.762001","America/Los_Angeles"
"OAS","Sharana Airstrip","Sharana","AF","AF","33.12575","68.838517","Asia/Kabul"
"OAX","Xoxocotlán International Airport","Oaxaca","MX","MX","16.998773","-96.726092","America/Mexico_City"
"OAZ","Camp Shorabak Airfield","Lashkar Gah","AF","AF","31.848735","64.223175","Asia/Kabul"
"OBC","Obock Airport","Obock","DJ","DJ","11.967000007629395","43.266998291015625","Africa/Djibouti"
"OBD","Obano Airport","Obano","ID","ID","-3.9106","136.2306","UTC"
"OBE","Okeechobee County Airport","Okeechobee","US","US","27.262800216699997","-80.8498001099","America/New_York"
"OBF","Oberpfaffenhofen Airport","Weßling","DE","DE","48.081402","11.2831","Europe/Berlin"
"OBI","Óbidos Municipal Airport","Óbidos","BR","BR","-1.867981","-55.514596","UTC"
"OBL","Oostmalle Airfield","Zoersel","BE","BE","51.269092","4.762428","Europe/Brussels"
"OBM","Morobe Airport","Morobe","PG","PG","-7.74","147.59","UTC"
"OBN","Oban Airport","North Connel","GB","GB","56.463501","-5.39967","Europe/London"
"OBO","Tokachi-Obihiro Airport","Obihiro","JP","JP","42.7332992554","143.216995239","Asia/Tokyo"
"OBS","Aubenas-South Ardèche Airport","Lanas, Ardèche","FR","FR","44.544367","4.372194","Europe/Paris"
"OBU","Kobuk Airport","Kobuk","US","US","66.9123","-156.897003","America/Anchorage"
"OBX","Obo Airport","Obo","PG","PG","-7.590622421369999","141.324262619","UTC"
"OBY","Ittoqqortoormiit Heliport","Ittoqqortoormiit","GL","GL","70.488229","-21.97168","America/Scoresbysund"
"OCA","Ocean Reef Club Airport","Key Largo","US","US","25.325399","-80.274803","America/New_York"
"OCC","Francisco De Orellana Airport","Coca","EC","EC","-0.462886","-76.986801","America/Guayaquil"
"OCE","Ocean City Municipal Airport","Ocean City","US","US","38.310398","-75.124001","UTC"
"OCF","Ocala International Airport - Jim Taylor Field","Ocala","US","US","29.17259979","-82.22419739","America/New_York"
"OCH","A L Mangham Jr. Regional Airport","Nacogdoches","US","US","31.57799911","-94.70950317","UTC"
"OCJ","Ian Fleming International Airport","Boscobel","JM","JM","18.404079","-76.969754","America/Jamaica"
"OCM","Boolgeeda","OCM","AU","AU","-22.541111","117.269444","\N"
"OCN","Oceanside Municipal Airport","Oceanside","US","US","33.217947","-117.351683","America/Los_Angeles"
"OCS","Corisco International Airport","Corisco Island","GQ","GQ","0.910937","9.33027","UTC"
"OCV","Aguas Claras Airport","Ocaña","CO","CO","8.31506","-73.3583","America/Bogota"
"OCW","Warren Field","Washington","US","US","35.570499420166","-77.049797058105","America/New_York"
"ODA","Ouadda Airport","Ouadda","CF","CF","8.010560035705566","22.39859962463379","UTC"
"ODB","Córdoba Airport","Córdoba","ES","ES","37.841999","-4.84888","Europe/Madrid"
"ODC","Oakdale Airport","Oakdale","US","US","37.75630188","-120.8000031","UTC"
"ODD","Oodnadatta Airport","ODD","AU","AU","-27.562473","135.442946","UTC"
"ODE","Odense Hans Christian Andersen Airport","Odense","DK","DK","55.475307","10.327206","Europe/Copenhagen"
"ODH","RAF Odiham","Hook, Hampshire","GB","GB","51.2341","-0.942825","Europe/London"
"ODJ","Ouanda Djallé Airport","Ouanda Djallé","CF","CF","8.899999618530273","22.783000946044922","UTC"
"ODL","Cordillo Downs Airport","Cordillo Downs","AU","AU","-26.74530029296875","140.63800048828125","UTC"
"ODM","Garrett County Airport","Accident","US","US","39.580819","-79.33573","UTC"
"ODN","Long Seridan Airport","Long Seridan","MY","MY","3.976087","115.067303","Asia/Kuala_Lumpur"
"ODO","Bodaybo Airport","Bodaybo","RU","RU","57.866100311299995","114.242996216","Asia/Irkutsk"
"ODR","Ord River Airport","Ord River","AU","AU","-17.34079933166504","128.91200256347656","UTC"
"ODS","Odesa International Airport","Odesa","UA","UA","46.427196","30.672649","Europe/Kiev"
"ODT","Odessa Schlemeyer Field","Odessa","US","US","31.920601","-102.387001","UTC"
"ODW","AJ Eisenberg Airport","Oak Harbor","US","US","48.251499176","-122.674003601","UTC"
"ODY","Oudomsay Airport","Oudomsay","LA","LA","20.68269920349121","101.99400329589844","Asia/Vientiane"
"OEA","O'Neal Airport","Lawrenceville","US","US","38.68521","-87.543138","UTC"
"OEC","Oecusse Route of the Sandalwood International Airport","Oecussi-Ambeno","TL","TL","-9.198419","124.337873","UTC"
"OEM","Vincent Fayks Airport","Paloemeu","SR","SR","3.346051","-55.443707","America/Paramaribo"
"OEO","L O Simenstad Municipal Airport","Osceola","US","US","45.310001","-92.691902","UTC"
"OER","Örnsköldsvik Airport","Örnsköldsvik","SE","SE","63.40829849243164","18.989999771118164","Europe/Stockholm"
"OES","Antoine de Saint Exupéry Airport","San Antonio Oeste","AR","AR","-40.7512","-65.0343","America/Argentina/Salta"
"OFF","Offutt Air Force Base","Omaha","US","US","41.119307","-95.90851","America/Chicago"
"OFI","Ouango Fitini Airport","Ouango Fitini","CI","CI","9.6","-4.05","UTC"
"OFK","Karl Stefan Memorial Airport","Norfolk","US","US","41.985500335693","-97.435096740723","\N"
"OFU","Ofu Airport","Ofu","AS","AS","-14.1844","-169.669998","UTC"
"OGA","Ogallala Municipal Airport Searle Field","Ogallala","US","US","41.119499","-101.769997","UTC"
"OGB","Orangeburg Municipal Airport","Orangeburg","US","US","33.456798553467","-80.859497070312","\N"
"OGD","Ogden Hinckley Airport","Ogden","US","US","41.195899963379","-112.0120010376","America/Denver"
"OGE","Ogeranang Airport","OGE","PG","PG","-6.46675","147.364166667","UTC"
"OGG","Kahului International Airport","Kahului","US","US","20.896263","-156.431837","Pacific/Honolulu"
"OGL","Eugene F. Correia International Airport","Ogle","GY","GY","6.80628","-58.1059","America/Guyana"
"OGM","Ogobsucum Airport","Ustupu","PA","PA","9.1383","-77.93385","UTC"
"OGN","Yonaguni Airport","Yonaguni","JP","JP","24.467298","122.979827","Asia/Tokyo"
"OGO","Abengourou Airport","Abengourou","CI","CI","6.71556","-3.47028","UTC"
"OGR","Bongor Airport","Bongor","TD","TD","10.288345","15.379561","UTC"
"OGS","Ogdensburg International Airport","Ogdensburg","US","US","44.6819","-75.4655","America/New_York"
"OGU","Ordu–Giresun Airport","Ordu","TR","TR","40.966872","38.085995","\N"
"OGV","Ongava Lodge Airstrip","Ombika","NA","NA","-19.328533","15.915003","UTC"
"OGX","Ain Beida Airport","Ouargla","DZ","DZ","31.9172","5.41278","Africa/Algiers"
"OGZ","Vladikavkaz Beslan International Airport","Beslan","RU","RU","43.205101","44.606602","Europe/Moscow"
"OHA","RNZAF Base Ohakea","OHA","NZ","NZ","-40.20600128173828","175.38800048828125","Pacific/Auckland"
"OHB","Ambohibary Airport","Moramanga","MG","MG","-18.9175","48.2181944444","UTC"
"OHD","Ohrid St. Paul the Apostle Airport","Ohrid","MK","MK","41.18","20.7423","Europe/Skopje"
"OHE","Mohe Gulian Airport","Mohe","CN","CN","52.916871","122.422759","Asia/Shanghai"
"OHH","Okha Airport","Okha","RU","RU","53.516446","142.881426","UTC"
"OHI","Oshakati Airport","Oshakati","NA","NA","-17.797","15.6993","UTC"
"OHO","Okhotsk Airport","Okhotsk","RU","RU","59.410065","143.056503","Asia/Vladivostok"
"OHR","Wyk auf Föhr Airport","Wyk auf Föhr","DE","DE","54.684444","8.528333","UTC"
"OHS","Suhar International Airport","Suhar","OM","OM","24.38604","56.62541","\N"
"OHT","Kohat Airport","Kohat","PK","PK","33.5699996948","71.4400024414","UTC"
"OIA","Ourilândia do Norte Airport","Ourilândia do Norte","BR","BR","-6.762992","-51.04993","America/Belem"
"OIC","Lt Warren Eaton Airport","Norwich","US","US","42.566600799561","-75.524101257324","UTC"
"OIM","Oshima Airport","Izu Oshima","JP","JP","34.782001495399996","139.36000061","Asia/Tokyo"
"OIR","Okushiri Airport","Okushiri Island","JP","JP","42.0717010498","139.432998657","Asia/Tokyo"
"OIT","Oita Airport","Oita","JP","JP","33.479400634799994","131.736999512","Asia/Tokyo"
"OJC","Johnson County Executive Airport","Olathe","US","US","38.84759903","-94.73760223","America/Chicago"
"OJU","Tanjung Api Airport","Tojo Una-Una","ID","ID","-0.865437","121.628625","UTC"
"OKA","Naha International Airport","Naha","JP","JP","26.192437","127.639804","Asia/Tokyo"
"OKB","Orchid Beach Airport","Orchid Beach","AU","AU","-24.959400177002","153.31500244141","UTC"
"OKC","OKC Will Rogers World Airport","Oklahoma City","US","US","35.393388","-97.598248","America/Chicago"
"OKD","Sapporo Okadama Airport","Sapporo","JP","JP","43.117447","141.38134","Asia/Tokyo"
"OKE","Okinoerabu Airport","Wadomari","JP","JP","27.431604","128.705564","Asia/Tokyo"
"OKF","Okaukuejo Airport","Okaukuejo","NA","NA","-19.1492","15.9119","Africa/Windhoek"
"OKG","Okoyo Airport","Okoyo","CG","CG","-1.4483300447464","15.073300361633","UTC"
"OKI","Oki Global Geopark Airport","Okinoshima","JP","JP","36.178388","133.323566","Asia/Tokyo"
"OKJ","Okayama Momotaro Airport","Okayama","JP","JP","34.756901","133.854996","Asia/Tokyo"
"OKK","Kokomo Municipal Airport","Kokomo","US","US","40.528198242188","-86.05899810791","\N"
"OKL","Oksibil Airport","Oksibil","ID","ID","-4.9071","140.6277","\N"
"OKM","Okmulgee Regional Airport","Okmulgee","US","US","35.668098449707","-95.948699951172","America/Chicago"
"OKN","Okondja Airport","Okondja","GA","GA","-0.665214","13.6731","Africa/Libreville"
"OKO","Yokota Air Base","Fussa","JP","JP","35.748501","139.348007","Asia/Tokyo"
"OKP","Oksapmin Airport","Oksapmin","PG","PG","-5.2261","142.2259","UTC"
"OKQ","Okaba Airport","Okaba","ID","ID","-8.0946","139.7233","UTC"
"OKR","Yorke Island Airport","Yorke Island","AU","AU","-9.752801","143.405673","Australia/Brisbane"
"OKS","Garden County Airport/King Rhiley Field","Oshkosh","US","US","41.401001","-102.355003","UTC"
"OKT","Oktyabrskiy Airport","Kzyl-Yar","RU","RU","54.439999","53.388302","UTC"
"OKU","Mokuti Lodge Airport","Mokuti Lodge","NA","NA","-18.812799","17.059401","Africa/Windhoek"
"OKV","Okao Airport","Okao","PG","PG","-5.55666666667","141.032777778","UTC"
"OKY","Oakey Army Aviation Centre","OKY","AU","AU","-27.409262","151.736727","Australia/Brisbane"
"OLA","Ørland Airport","Ørland","NO","NO","63.69889831542969","9.604000091552734","Europe/Oslo"
"OLB","Olbia Costa Smeralda Airport","Olbia (SS)","IT","IT","40.898953","9.518457","Europe/Rome"
"OLC","Senadora Eunice Micheles Airport","São Paulo De Olivença","BR","BR","-3.46907","-68.921056","America/Boa_Vista"
"OLD","Dewitt Field - Old Town Municipal Airport","Old Town","US","US","44.952801","-68.674301","UTC"
"OLE","Cattaraugus County-Olean Airport","Olean","US","US","42.241199","-78.371399","UTC"
"OLF","L M Clayton Airport","Wolf Point","US","US","48.094501","-105.574997","America/Denver"
"OLG","Olare Orok Airfield","OLG","KE","KE","-1.324213","35.246106","UTC"
"OLH","Old Harbor Airport","Old Harbor","US","US","57.218102","-153.270004","UTC"
"OLI","Rif Airport","Rif","IS","IS","64.911377","-23.818205","UTC"
"OLJ","North West Santo Airport","Olpoi","VU","VU","-14.881699562099998","166.557998657","Pacific/Efate"
"OLK","Aeródromo de Fuerte","Fuerte Olimpo","PY","PY","-21.045724","-57.882935","UTC"
"OLL","Oyo Ollombo Airport","Oyo","CG","CG","-1.226666","15.91","\N"
"OLM","Olympia Regional Airport","Olympia","US","US","46.969399","-122.903","America/Los_Angeles"
"OLN","Lago Musters Airport","Sarmiento","AR","AR","-45.5752","-69.077","UTC"
"OLO","Olomouc Airport","Olomouc","CZ","CZ","49.587712","17.209275","UTC"
"OLP","Olympic Dam Airport","Olympic Dam","AU","AU","-30.483861","136.876699","Australia/Adelaide"
"OLQ","Olsobip Airport","Olsobip","PG","PG","-5.3897222222200005","141.515277778","UTC"
"OLR","Salerno Airport","Khost","AF","AF","33.3638","69.9561","UTC"
"OLS","Nogales International Airport","Nogales","US","US","31.4177","-110.848","America/Phoenix"
"OLU","Columbus Municipal Airport","Columbus","US","US","41.448145","-97.340174","UTC"
"OLV","Olive Branch Airport","Olive Branch","US","US","34.9786987305","-89.78690338130001","America/Chicago"
"OLX","Olkiombo Airport","Olkiombo","KE","KE","-1.408586","35.110689","UTC"
"OLY","Olney Noble Airport","Olney-Noble","US","US","38.721802","-88.176399","UTC"
"OLZ","Olyokminsk Airport","Olyokminsk","RU","RU","60.401833","120.476094","Asia/Yakutsk"
"OMA","Eppley Airfield","Omaha","US","US","41.3032","-95.894096","America/Chicago"
"OMB","Omboue Hospital Airport","Omboue","GA","GA","-1.57473","9.26269","Africa/Libreville"
"OMC","Ormoc Airport","Ormoc City","PH","PH","11.057715","124.565622","Asia/Manila"
"OMD","Oranjemund Airport","Oranjemund","NA","NA","-28.5847","16.446699","Africa/Windhoek"
"OME","Nome Airport","Nome","US","US","64.51219940185547","-165.44500732421875","America/Anchorage"
"OMF","King Hussein Air College","Mafraq","JO","JO","32.3564","36.259201","Asia/Amman"
"OMG","Omega Airport","Omega","NA","NA","-18.0303","22.189699","UTC"
"OMH","Urmia Airport","Urmia","IR","IR","37.6680984497","45.0686988831","Asia/Tehran"
"OMI","Omidiyeh Airport","Omidiyeh","IR","IR","30.835199","49.534901","Asia/Tehran"
"OMJ","JMSDF Omura Air Base","Nagasaki","JP","JP","32.928046","129.934168","UTC"
"OMK","Omak Airport","Omak","US","US","48.4644012451","-119.517997742","UTC"
"OMM","Marmul Airport","Marmul","OM","OM","18.138999","55.179005","UTC"
"OMN","Zomin Airport","Zaamin","UZ","UZ","40.01402","68.41103","UTC"
"OMO","Mostar International Airport","Mostar","BA","BA","43.282489","17.846101","Europe/Sarajevo"
"OMR","Oradea International Airport","Oradea","RO","RO","47.025299","21.9025","Europe/Bucharest"
"OMS","Omsk Central Airport","Omsk","RU","RU","54.963124","73.312418","Asia/Omsk"
"OMY","Preah Vinhear Airport","Tbeng Meanchey","KH","KH","13.7597","104.97173","UTC"
"ONA","Winona Municipal Airport Max Conrad Field","Winona","US","US","44.077202","-91.708298","UTC"
"ONB","Ononge Airport","Onange Mission","PG","PG","-8.67436111111","147.262416667","UTC"
"OND","Ondangwa Airport","Ondangwa","NA","NA","-17.878201","15.9526","Africa/Windhoek"
"ONG","Mornington Island Airport","ONG","AU","AU","-16.662500381469727","139.17799377441406","Australia/Brisbane"
"ONH","Albert S Nader Regional Airport","Oneonta","US","US","42.5247","-75.0644","UTC"
"ONI","Moanamani Airport","Moanamani","ID","ID","-4.00659","136.037704","UTC"
"ONJ","Odate Noshiro Airport","Kitaakita","JP","JP","40.191898","140.371002","Asia/Tokyo"
"ONK","Olenyok Airport","Olenyok","RU","RU","68.514999","112.480003","Asia/Yakutsk"
"ONL","O'Neill Municipal Airport–John L Baker Field","O'Neill","US","US","42.468916","-98.686989","UTC"
"ONM","Socorro Municipal Airport","Socorro","US","US","34.022499","-106.903","UTC"
"ONO","Ontario Municipal Airport","Oregon","US","US","44.0198","-117.013289","America/Denver"
"ONP","Newport Municipal Airport","Newport","US","US","44.580399","-124.057999","America/Los_Angeles"
"ONQ","Zonguldak Çaycuma Airport","Zonguldak","TR","TR","41.506401","32.0886","Europe/Istanbul"
"ONR","Monkira Airport","ONR","AU","AU","-24.816699981689453","140.5330047607422","UTC"
"ONS","Onslow Airport","ONS","AU","AU","-21.670161","115.114902","Australia/Perth"
"ONT","Ontario International Airport","Ontario","US","US","34.056","-117.600998","America/Los_Angeles"
"ONU","Ono-i-Lau Airport","Ono-i-Lau","FJ","FJ","-20.6589","-178.7411","UTC"
"ONX","Enrique Adolfo Jimenez Airport","Colón","PA","PA","9.35664","-79.867401","America/Panama"
"ONY","Olney Municipal Airport","Olney","US","US","33.350899","-98.819199","UTC"
"OOA","Oskaloosa Municipal Airport","Cedar","US","US","41.2262","-92.493896","UTC"
"OOD","Koodaideri Mine Airport","Koodaideri Mine","AU","AU","-22.504291","119.07683","UTC"
"OOK","Toksook Bay Airport","Toksook Bay","US","US","60.541401","-165.087006","America/Anchorage"
"OOL","Gold Coast Airport","Gold Coast","AU","AU","-28.165962","153.506641","Australia/Brisbane"
"OOM","Cooma Snowy Mountains Airport","Cooma","AU","AU","-36.300445","148.972408","Australia/Sydney"
"OOR","Mooraberree Airport","OOR","AU","AU","-25.25","140.98300170898438","UTC"
"OOT","Onotoa Airport","Onotoa","KI","KI","-1.79611","175.526001","UTC"
"OPA","Kópasker Airport","Kópasker","IS","IS","66.310799","-16.4667","UTC"
"OPB","Open Bay Airport","Maitanakunai","PG","PG","-4.794727","151.696195","UTC"
"OPF","Miami-Opa Locka Executive Airport","Miami","US","US","25.907","-80.278397","America/New_York"
"OPI","Oenpelli Airport","OPI","AU","AU","-12.325","133.005997","UTC"
"OPL","St Landry Parish Ahart Field","Opelousas","US","US","30.558399","-92.099403","UTC"
"OPO","Francisco de Sá Carneiro Airport","Porto","PT","PT","41.2481002808","-8.68138980865","Europe/Lisbon"
"OPP","Salinópolis Airport","Salinópolis","BR","BR","-0.696111","-47.336111","UTC"
"OPS","Presidente João Batista Figueiredo Airport","Sinop","BR","BR","-11.885001","-55.586109","America/Campo_Grande"
"OPU","Balimo Airport","Balimo","PG","PG","-8.05000019073","142.932998657","Pacific/Port_Moresby"
"OPW","Opuwa Airport","Opuwa","NA","NA","-18.056022","13.852061","UTC"
"OQN","Kokand Airport","Kokand","UZ","UZ","40.447183","70.989144","UTC"
"ORA","Orán Airport","Orán","AR","AR","-23.1528","-64.329201","America/Argentina/Salta"
"ORB","Örebro Airport","Örebro","SE","SE","59.22370147705078","15.038000106811523","Europe/Stockholm"
"ORC","Orocue Airport","Orocue","CO","CO","4.79222","-71.3564","UTC"
"ORD","Chicago O'Hare International Airport","Chicago","US","US","41.9786","-87.9048","America/Chicago"
"ORE","Orléans–Saint-Denis-de-l'Hôtel Airport","Saint-Denis-de-l'Hôtel, Loiret","FR","FR","47.897758","2.164478","Europe/Paris"
"ORF","Norfolk International Airport","Norfolk","US","US","36.895341","-76.201","America/New_York"
"ORG","Zorg en Hoop Airport","Paramaribo","SR","SR","5.811131","-55.1913","America/Paramaribo"
"ORH","Worcester Regional Airport","Worcester","US","US","42.2673","-71.875702","America/New_York"
"ORI","Port Lions Airport","Port Lions","US","US","57.884905","-152.847719","UTC"
"ORJ","Orinduik Airport","Orinduik","GY","GY","4.72527","-60.035","America/Guyana"
"ORK","Cork International Airport","Cork","IE","IE","51.841301","-8.49111","Europe/Dublin"
"ORL","Orlando Executive Airport","Orlando","US","US","28.5455","-81.332901","America/New_York"
"ORM","Sywell Aerodrome","Northampton, Northamptonshire","GB","GB","52.305302","-0.793056","UTC"
"ORN","Oran Es-Sénia (Ahmed Ben Bella) International Airport","Es-Sénia","DZ","DZ","35.620648","-0.622486","Africa/Algiers"
"ORO","Yoro Airport","Yoro","HN","HN","15.1275","-87.135","UTC"
"ORP","Orapa Airport","Orapa","BW","BW","-21.265901","25.319667","Africa/Gaborone"
"ORR","Yorketown Airport","ORR","AU","AU","-35.003564","137.619295","UTC"
"ORT","Northway Airport","Northway","US","US","62.9613","-141.929001","America/Anchorage"
"ORU","Juan Mendoza International Airport","Oruro","BO","BO","-17.956151","-67.075829","America/La_Paz"
"ORV","Robert (Bob) Curtis Memorial Airport","Noorvik","US","US","66.817902","-161.018997","America/Anchorage"
"ORW","Ormara Airport","Ormara Raik","PK","PK","25.276625","64.588343","Asia/Karachi"
"ORX","Oriximiná Airport","Oriximiná","BR","BR","-1.71408","-55.836201","America/Belem"
"ORY","Paris-Orly Airport","Paris (Orly, Val-de-Marne)","FR","FR","48.72333","2.37944","Europe/Paris"
"ORZ","H.E Alfredo Martinez (Tower Hill) Airstrip","Orange Walk","BZ","BZ","18.046767","-88.583858","UTC"
"OSB","Grand Glaize Osage Beach Airport","Osage Beach","US","US","38.1105","-92.680496","UTC"
"OSC","Oscoda Wurtsmith Airport","Oscoda","US","US","44.451599","-83.394096","America/New_York"
"OSD","Åre Östersund Airport","Östersund","SE","SE","63.193546","14.504168","Europe/Stockholm"
"OSE","Omora Airport","Omora","PG","PG","-7.82777777778","147.080638889","UTC"
"OSG","Ossima Airport","Ossima","PG","PG","-2.91555555556","141.297305556","UTC"
"OSH","Wittman Regional Airport","Oshkosh","US","US","43.98440170288086","-88.55699920654297","America/Chicago"
"OSI","Osijek Airport","Osijek(Klisa)","HR","HR","45.462355","18.811278","Europe/Zagreb"
"OSJ","Ol Seki Airstrip","OSJ","KE","KE","-1.378382","35.378453","UTC"
"OSK","Oskarshamn Airport","Oskarshamn","SE","SE","57.350498","16.497999","Europe/Stockholm"
"OSL","Oslo-Gardermoen International Airport","Oslo (Gardermoen)","NO","NO","60.193901","11.1004","Europe/Oslo"
"OSM","Mosul International Airport","Mosul","IQ","IQ","36.305801","43.1474","Asia/Baghdad"
"OSN","Osan Air Base","Pyeongtaek","KR","KR","37.091457","127.029448","Asia/Seoul"
"OSO","Osborne Mine Airport","OSO","AU","AU","-22.0816993713","140.554992676","UTC"
"OSR","Leoš Janáček Airport Ostrava","Mošnov","CZ","CZ","49.696301","18.111099","Europe/Prague"
"OSS","Osh International Airport","Osh","KG","KG","40.609001","72.793297","Asia/Bishkek"
"OST","Ostend-Bruges International Airport","Oostende","BE","BE","51.1998","2.874673","Europe/Brussels"
"OSU","The Ohio State University Airport - Don Scott Field","Columbus","US","US","40.0798","-83.072998","America/New_York"
"OSW","Orsk Airport","Orsk","RU","RU","51.072498","58.5956","Asia/Yekaterinburg"
"OSX","Kosciusko Attala County Airport","Kosciusko","US","US","33.090302","-89.542","UTC"
"OSY","Namsos Airport","Namsos","NO","NO","64.472198","11.5786","Europe/Oslo"
"OTC","Bol-Berim Airport","Bol","TD","TD","13.443574","14.739254","UTC"
"OTD","Raul Arias Espinoza Airport","Contadora Island","PA","PA","8.62876","-79.034698","UTC"
"OTG","Worthington Municipal Airport","Worthington","US","US","43.65477","-95.577364","UTC"
"OTH","Southwest Oregon Regional Airport","North Bend","US","US","43.41709899902344","-124.24600219726562","America/Los_Angeles"
"OTI","Pitu Airport","Gotalalamo-Morotai Island","ID","ID","2.04599","128.324997","Asia/Jayapura"
"OTJ","Otjiwarongo Airport","Otjiwarongo","NA","NA","-20.433012","16.660801","\N"
"OTK","Tillamook Airport","Tillamook","US","US","45.4182014465","-123.814002991","America/Los_Angeles"
"OTL","Boutilimit Airport","Boutilimit","MR","MR","17.52832","-14.71412","UTC"
"OTM","Ottumwa Regional Airport","Ottumwa","US","US","41.106368","-92.449837","\N"
"OTN","Ed-Air Airport","Oaktown","US","US","38.851782","-87.49987","UTC"
"OTO","Otog Banner Wulan Airport","Wulan","CN","CN","39.03139","107.98889","UTC"
"OTP","Bucharest Henri Coandă International Airport","Otopeni","RO","RO","44.571792","26.103285","Europe/Bucharest"
"OTQ","Otog Front Banner Oljoq Airport","Otog Front Banner","CN","CN","38.1712","107.3905","UTC"
"OTR","Coto 47 Airport","Corredores","CR","CR","8.60156","-82.968754","America/Costa_Rica"
"OTS","Anacortes Airport","Anacortes","US","US","48.498513","-122.662513","UTC"
"OTT","Andre Maggi Airport","Cotriguaçu","BR","BR","-9.898611","-58.581944","UTC"
"OTU","Otu Airport","Remedios","CO","CO","7.010532","-74.715398","America/Bogota"
"OTZ","Ralph Wien Memorial Airport","Kotzebue","US","US","66.88469696","-162.598999","America/Anchorage"
"OUA","Ouagadougou Thomas Sankara International Airport","Ouagadougou","BF","BF","12.3532","-1.51242","Africa/Ouagadougou"
"OUD","Oujda Angads Airport","Ahl Angad","MA","MA","34.789558","-1.926041","Africa/Casablanca"
"OUE","Ouesso Airport","OUE","CG","CG","1.61599","16.037901","Africa/Brazzaville"
"OUG","Ouahigouya Airport","Ouahigouya","BF","BF","13.655287","-2.322067","UTC"
"OUH","Oudtshoorn Airport","Oudtshoorn","ZA","ZA","-33.6069984436","22.188999176","Africa/Johannesburg"
"OUI","Ouessant Airport","Ushant","FR","FR","48.4632","-5.06358","UTC"
"OUL","Oulu Airport","Oulu / Oulunsalo","FI","FI","64.930099","25.354601","Europe/Helsinki"
"OUM","Oum Hadjer Airport","Oum Hadjer","TD","TD","13.278244","19.710256","UTC"
"OUN","University of Oklahoma Westheimer Airport","Norman","US","US","35.2456","-97.472099","UTC"
"OUR","Batouri Airport","Batouri","CM","CM","4.475","14.3625","UTC"
"OUS","Jornalista Benedito Pimentel Airport","Ourinhos","BR","BR","-22.966598","-49.912049","UTC"
"OUT","Bousso Airport","Bousso","TD","TD","10.483","16.716999","UTC"
"OUZ","Tazadit Airport","Zouérate","MR","MR","22.757345","-12.482228","Africa/Nouakchott"
