"iata","name","city","country","country_code","lat","lon","timezone"
"OVA","Bekily Airport","Bekily","MG","MG","-24.235694754699995","45.3045272827","Indian/Antananarivo"
"OVB","Novosibirsk Tolmachevo Airport","Novosibirsk","RU","RU","55.019756","82.618675","Asia/Krasnoyarsk"
"OVD","Asturias Airport","Ranón","ES","ES","43.563599","-6.03462","Europe/Madrid"
"OVE","Oroville Municipal Airport","Oroville","US","US","39.487800598145","-121.62200164795","UTC"
"OVG","Overberg Airport","Overberg","ZA","ZA","-34.563474","20.252438","Africa/Johannesburg"
"OVL","El Tuqui Airport","Ovalle","CL","CL","-30.5592","-71.175598","UTC"
"OVR","Olavarria Airport","Olavarria","AR","AR","-36.889999","-60.216599","America/Buenos_Aires"
"OVS","Sovetskiy Airport","Sovetskiy","RU","RU","61.326622009277344","63.60191345214844","Asia/Yekaterinburg"
"OWA","Owatonna Degner Regional Airport","Owatonna","US","US","44.123402","-93.260597","UTC"
"OWB","Owensboro Daviess County Airport","Owensboro","US","US","37.74010086","-87.16680145","America/Chicago"
"OWD","Norwood Memorial Airport","Norwood","US","US","42.1904983521","-71.1728973389","America/New_York"
"OWK","Central Maine/Norridgewock Airport","Norridgewock","US","US","44.7155","-69.866501","UTC"
"OXB","Osvaldo Vieira International Airport","Bissau","GW","GW","11.894262","-15.653596","Africa/Bissau"
"OXC","Waterbury Oxford Airport","Oxford","US","US","41.47859954834","-73.135200500488","America/New_York"
"OXD","Miami University Airport","Oxford","US","US","39.50230026","-84.78440094","UTC"
"OXF","London Oxford Airport","Kidlington, Oxfordshire","GB","GB","51.836899","-1.32","Europe/London"
"OXO","Orientos Airport","Orientos","AU","AU","-28.0598","141.5361","UTC"
"OXR","Oxnard Airport","Oxnard","US","US","34.200801849365","-119.20700073242","America/Los_Angeles"
"OXY","Morney Airport","OXY","AU","AU","-25.358299255371094","141.43299865722656","UTC"
"OYA","Goya Airport","Goya","AR","AR","-29.1058","-59.2189","America/Cordoba"
"OYC","Camopi Airport","Camopi","GF","GF","3.172847","-52.336142","UTC"
"OYE","Oyem Airport","Oyem","GA","GA","1.5431100130081177","11.581399917602539","Africa/Libreville"
"OYG","Moyo Airport","Moyo","UG","UG","3.6444","31.762762","UTC"
"OYK","Oiapoque Airport","Oiapoque","BR","BR","3.85412","-51.797056","America/Fortaleza"
"OYL","Moyale Airport","Moyale (Lower)","KE","KE","3.46972","39.101398","Africa/Nairobi"
"OYN","Ouyen Airport","Ouyen","AU","AU","-35.088819","142.354778","UTC"
"OYO","Tres Arroyos Airport","Tres Arroyos","AR","AR","-38.3869","-60.3297","America/Buenos_Aires"
"OYP","Saint-Georges-de-l'Oyapock Airport","Saint-Georges-de-l'Oyapock","GF","GF","3.8976","-51.8041","America/Cayenne"
"OZA","Ozona Municipal Airport","Ozona","US","US","30.735300064087","-101.20300292969","America/Chicago"
"OZC","Labo Airport","Ozamiz","PH","PH","8.17851","123.842003","Asia/Manila"
"OZG","Zagora Airport","Zagora","MA","MA","30.265788","-5.860808","Africa/Casablanca"
"OZH","Zaporizhzhia International Airport","Zaporizhia","UA","UA","47.866962","35.314723","Europe/Kiev"
"OZP","Moron Air Base","Morón","ES","ES","37.17490005493164","-5.615940093994141","Europe/Madrid"
"OZR","Cairns AAF (Fort Rucker) Air Field","Fort Rucker/Ozark","US","US","31.27569962","-85.71340179","\N"
"OZZ","Ouarzazate International Airport","Ouarzazate","MA","MA","30.9391","-6.90943","Africa/Casablanca"
"PAA","Hpa-N Airport","Hpa-N","MM","MM","16.8937","97.674599","Asia/Rangoon"
"PAB","Bilaspur Airport","Bilaspur","IN","IN","21.9884","82.111","Asia/Calcutta"
"PAC","Marcos A. Gelabert International Airport","Albrook","PA","PA","8.97334","-79.555603","America/Panama"
"PAD","Paderborn Lippstadt Airport","Büren","DE","DE","51.612527","8.617459","Europe/Berlin"
"PAE","Seattle Paine Field International Airport","Everett","US","US","47.9063","-122.281998","America/Los_Angeles"
"PAF","Pakuba Airport","Pakuba","UG","UG","2.326563","31.497698","UTC"
"PAG","Pagadian Airport","Pagadian","PH","PH","7.825632","123.459635","Asia/Manila"
"PAH","Barkley Regional Airport","Paducah","US","US","37.06079864501953","-88.7738037109375","America/Chicago"
"PAJ","Parachinar Airport","Parachinar","PK","PK","33.9021","70.071602","Asia/Karachi"
"PAK","Port Allen Airport","Hanapepe","US","US","21.8969","-159.602997","UTC"
"PAL","German Olano Air Base","La Dorada","CO","CO","5.48361","-74.6574","\N"
"PAM","Tyndall Air Force Base","Panama City","US","US","30.069599","-85.575401","America/Chicago"
"PAN","Pattani Airport","PAN","TH","TH","6.78546","101.153999","Asia/Bangkok"
"PAO","Palo Alto Airport","Palo Alto","US","US","37.461102","-122.114998","America/Los_Angeles"
"PAP","Toussaint Louverture International Airport","Port-au-Prince","HT","HT","18.580023","-72.292596","America/Port-au-Prince"
"PAQ","Warren ""Bud"" Woods Palmer Municipal Airport","Palmer","US","US","61.594898","-149.08901","America/Anchorage"
"PAS","Paros National Airport","Paros","GR","GR","37.020495","25.113195","Europe/Athens"
"PAT","Jay Prakash Narayan Airport","Patna","IN","IN","25.591299","85.087997","Asia/Calcutta"
"PAU","Pauk Airport","Pauk","MM","MM","21.4492","94.4869","UTC"
"PAV","Paulo Afonso Airport","Paulo Afonso","BR","BR","-9.40088","-38.250599","America/Fortaleza"
"PAW","Pambwa Airstrip","Pambwa Station","PG","PG","-11.402966","154.011701","UTC"
"PAX","Port-de-Paix Airport","Port-de-Paix","HT","HT","19.934045","-72.84801","America/Port-au-Prince"
"PAY","Pamol Airport","Pamol","MY","MY","5.996571","117.404795","UTC"
"PAZ","El Tajín National Airport","Poza Rica","MX","MX","20.6026992798","-97.46080017090001","America/Mexico_City"
"PBA","Fábio Perini Airport","Cairu","BR","BR","-13.5648","-38.939999","UTC"
"PBB","Paranaíba Airport","Paranaíba","BR","BR","-19.651199","-51.199402","UTC"
"PBC","Hermanos Serdán International Airport","Puebla","MX","MX","19.158465","-98.371582","America/Mexico_City"
"PBD","Porbandar Airport","Porbandar","IN","IN","21.649524","69.656405","Asia/Calcutta"
"PBE","Puerto Berrio Airport","Puerto Berrio","CO","CO","6.46034","-74.4105","UTC"
"PBF","Pine Bluff Regional Airport, Grider Field","Pine Bluff","US","US","34.174121","-91.935643","America/Chicago"
"PBG","Plattsburgh International Airport","Plattsburgh","US","US","44.650902","-73.468102","America/New_York"
"PBH","Paro International Airport","Paro","BT","BT","27.4032","89.424599","Asia/Thimphu"
"PBI","Palm Beach International Airport","West Palm Beach","US","US","26.683201","-80.095596","America/New_York"
"PBJ","Tavie Airport","Paama Island","VU","VU","-16.431955","168.235511","Pacific/Efate"
"PBL","General Bartolome Salom International Airport","Puerto Cabello","VE","VE","10.4805","-68.072998","America/Caracas"
"PBM","Johan Adolf Pengel International Airport","Paramaribo","SR","SR","5.45283","-55.187801","America/Paramaribo"
"PBN","Porto Amboim Airport","Port Amboim","AO","AO","-10.722","13.7655","Africa/Luanda"
"PBO","Paraburdoo Airport","Paraburdoo","AU","AU","-23.1711006165","117.745002747","Australia/Perth"
"PBP","Islita Airport","Nandayure","CR","CR","9.85611","-85.370796","America/Costa_Rica"
"PBQ","Pimenta Bueno Airport","Pimenta Bueno","BR","BR","-11.6416","-61.1791","\N"
"PBR","Puerto Barrios Airport","Puerto Barrios","GT","GT","15.7309","-88.583801","America/Guatemala"
"PBT","Aeródromo de Puerto Leda","Puerto Leda","PY","PY","-20.908982","-57.926881","UTC"
"PBU","Putao Airport","Putao","MM","MM","27.32990074157715","97.42630004882812","Asia/Rangoon"
"PBX","Fazenda Piraguassu Airport","Porto Alegre do Norte","BR","BR","-10.85935","-51.688152","UTC"
"PBZ","Plettenberg Bay Airport","Plettenberg Bay","ZA","ZA","-34.08816","23.328723","Africa/Johannesburg"
"PCA","Portage Creek Airport","Portage Creek","US","US","58.9065","-157.714","UTC"
"PCB","Pondok Cabe Air Base","Jakarta","ID","ID","-6.3369598388671875","106.76499938964844","Asia/Jakarta"
"PCC","Puerto Rico Airport","Puerto Rico","CO","CO","1.916667","-75.166667","UTC"
"PCD","Prairie Du Chien Municipal Airport","Prairie Du Chien","US","US","43.019298553467","-91.12370300293","\N"
"PCF","Potchefstroom Airport","Potchefstroom","ZA","ZA","-26.670999527","27.0818996429","Africa/Johannesburg"
"PCG","Paso Caballos Airport","Paso Caballos","GT","GT","17.2639007568","-90.25630187990001","UTC"
"PCH","Palacios Airport","Palacios","HN","HN","15.955","-84.941391","UTC"
"PCJ","Puerto La Victoria Airport","Puerto La Victoria","PY","PY","-22.296022","-57.870076","UTC"
"PCL","Cap FAP David Abenzur Rengifo International Airport","Pucallpa","PE","PE","-8.378064","-74.574495","America/Lima"
"PCM","Playa del Carmen National Airport","Playa del Carmen","MX","MX","20.622752","-87.082171","UTC"
"PCN","Picton Aerodrome","Koromiko","NZ","NZ","-41.346099853516","173.95599365234","Pacific/Auckland"
"PCO","Punta Colorada Airport","La Ribera","MX","MX","23.575011","-109.535826","UTC"
"PCP","Principe Airport","São Tomé & Príncipe","ST","ST","1.661155","7.411081","Africa/Sao_Tome"
"PCQ","Boun Neau Airport","Phongsaly","LA","LA","21.6475","101.9","\N"
"PCR","German Olano Airport","Puerto Carreño","CO","CO","6.18472","-67.4932","America/Bogota"
"PCS","Picos Airport","Picos","BR","BR","-7.061385","-41.525871","\N"
"PCT","Princeton Airport","Princeton/Rocky Hill","US","US","40.3992004395","-74.6588973999","UTC"
"PCU","Poplarville Pearl River County Airport","Poplarville","US","US","30.785999298096","-89.504501342773","UTC"
"PCV","Punta Chivato Airport","Mulegé","MX","MX","27.069201","-111.961998","UTC"
"PDA","Obando Cesar Gaviria Trujillo Airport","Puerto Inírida","CO","CO","3.85353","-67.9062","America/Bogota"
"PDB","Pedro Bay Airport","Pedro Bay","US","US","59.796925","-154.129994","UTC"
"PDC","Mueo Airport","Népoui","NC","NC","-21.316456","164.999399","UTC"
"PDD","Ponta do Ouro Airport","Ponta do Ouro","MZ","MZ","-26.826913","32.838444","UTC"
"PDE","Pandie Pandie Airport","PDE","AU","AU","-26.122248","139.403501","UTC"
"PDF","Prado Airport","Prado","BR","BR","-17.296976","-39.271131","UTC"
"PDG","Minangkabau International Airport","Padang (Katapiang)","ID","ID","-0.785964","100.280384","Asia/Jakarta"
"PDI","Pindiu Airport","Pindiu","PG","PG","-6.445138888890001","147.515833333","UTC"
"PDK","DeKalb Peachtree Airport","Atlanta","US","US","33.87633","-84.30213","America/New_York"
"PDL","João Paulo II Airport","Ponta Delgada","PT","PT","37.7411994934","-25.6979007721","Atlantic/Azores"
"PDM","Capt. J. Montenegro Airport","Pedasí","PA","PA","7.534801","-80.043347","UTC"
"PDN","Parndana Airport","Kangaroo Island","AU","AU","-35.807","137.264","UTC"
"PDO","Pendopo Airport","Talang Gudang-Sumatra Island","ID","ID","-3.2860701084136963","103.87999725341797","Asia/Jakarta"
"PDP","Capitan Corbeta CA Curbelo International Airport","Punta del Este","UY","UY","-34.855099","-55.094299","America/Montevideo"
"PDR","Presidente José Sarney Airport","Presidente Dutra","BR","BR","-5.3098","-44.481","UTC"
"PDS","Piedras Negras International Airport","Piedras Negras","MX","MX","28.627873","-100.53524","America/Mexico_City"
"PDT","Eastern Oregon Regional Airport at Pendleton","Pendleton","US","US","45.695099","-118.841003","America/Los_Angeles"
"PDU","Tydeo Larre Borges Airport","Paysandú","UY","UY","-32.3633","-58.061901","\N"
"PDV","Plovdiv International Airport","Plovdiv","BG","BG","42.067799","24.8508","Europe/Sofia"
"PDX","Portland International Airport","Portland","US","US","45.588699","-122.598","America/Los_Angeles"
"PDZ","Pedernales Airport","Capure","VE","VE","9.978672","-62.231318","UTC"
"PEA","Penneshaw Airport","Ironstone","AU","AU","-35.7558462874","137.962875366","Australia/Adelaide"
"PEB","Pebane Airport","Pebane","MZ","MZ","-17.27276","38.18073","UTC"
"PEC","Pelican Seaplane Base","Pelican","US","US","57.9552","-136.235992","UTC"
"PED","Pardubice Airport","Pardubice","CZ","CZ","50.015049","15.73981","Europe/Prague"
"PEE","Perm International Airport","Perm","RU","RU","57.914501","56.021198","Asia/Yekaterinburg"
"PEF","Peenemünde Airport","Peenemünde","DE","DE","54.15778","13.774444","Europe/Berlin"
"PEG","Perugia San Francesco d'Assisi – Umbria International Airport","Perugia (PG)","IT","IT","43.095901","12.5132","Europe/Rome"
"PEH","Comodoro Pedro Zanni Airport","Pehuajó","AR","AR","-35.8446","-61.8576","America/Buenos_Aires"
"PEI","Matecaña International Airport","Pereira","CO","CO","4.81267","-75.7395","America/Bogota"
"PEK","Beijing Capital International Airport","Beijing","CN","CN","40.080101013183594","116.58499908447266","Asia/Shanghai"
"PEL","Pelaneng Airport","Pelaneng","LS","LS","-29.088056","28.497222","UTC"
"PEM","Padre Aldamiz International Airport","Puerto Maldonado","PE","PE","-12.6135997772","-69.2285995483","America/Lima"
"PEN","Penang International Airport","Penang","MY","MY","5.296303","100.276185","Asia/Kuala_Lumpur"
"PEP","Peppimenarti Airport","Peppimenarti","AU","AU","-14.1442","130.091003","UTC"
"PEQ","Pecos Municipal Airport","Pecos","US","US","31.382400512695","-103.51100158691","America/Chicago"
"PER","Perth International Airport","Perth","AU","AU","-31.94029998779297","115.96700286865234","Australia/Perth"
"PES","Petrozavodsk Airport","Petrozavodsk","RU","RU","61.885201","34.154701","Europe/Moscow"
"PET","João Simões Lopes Neto International Airport","Pelotas","BR","BR","-31.717189","-52.327796","America/Sao_Paulo"
"PEU","Puerto Lempira Airport","Puerto Lempira","HN","HN","15.2622","-83.781197","America/Tegucigalpa"
"PEV","Pécs-Pogány International Airport","Pécs","HU","HU","45.988891","18.242044","Europe/Budapest"
"PEW","Bacha Khan International Airport","Peshawar","PK","PK","33.9939","71.514603","Asia/Karachi"
"PEX","Pechora Airport","Pechora","RU","RU","65.121101","57.130798","Europe/Moscow"
"PEY","Penong Airport","Penong","AU","AU","-31.916700363159","133","UTC"
"PEZ","Penza Airport","Penza","RU","RU","53.110599517822266","45.02109909057617","Europe/Moscow"
"PFA","Harbin Pingfang Airport","Harbin","CN","CN","45.59886","126.65808","UTC"
"PFB","Lauro Kurtz Airport","Passo Fundo","BR","BR","-28.243976","-52.32777","America/Sao_Paulo"
"PFC","Pacific City State Airport","Pacific City","US","US","45.199799","-123.961998","UTC"
"PFM","Primrose Airport","Primrose","CA","CA","55.390002","-111.1198","UTC"
"PFO","Paphos International Airport","Paphos","CY","CY","34.717999","32.485699","Asia/Nicosia"
"PFQ","Parsabad-Moghan Airport","Parsabad","IR","IR","39.6036","47.8815","Asia/Tehran"
"PFR","Ilebo Airport","Ilebo","CD","CD","-4.329919","20.590124","Africa/Lubumbashi"
"PGA","Page Municipal Airport","Page","US","US","36.924234","-111.447716","America/Phoenix"
"PGB","Pangoa Airport","Pangoa","PG","PG","-7.0226","141.5605","UTC"
"PGC","Grant County Airport","Petersburg","US","US","38.9948997498","-79.1458969116","UTC"
"PGD","Punta Gorda Airport","Punta Gorda","US","US","26.9202","-81.990501","America/New_York"
"PGE","Yegepa Airport","PGE","PG","PG","-7.134444444440001","146.156388889","UTC"
"PGF","Perpignan-Rivesaltes (Llabanère) Airport","Perpignan/Rivesaltes","FR","FR","42.740398","2.87067","Europe/Paris"
"PGH","Pantnagar Airport","Pantnagar","IN","IN","29.0334","79.473701","Asia/Calcutta"
"PGI","Chitato Airport","Chitato","AO","AO","-7.35889","20.804701","UTC"
"PGK","Depati Amir Airport","Pangkal Pinang","ID","ID","-2.1622","106.139","Asia/Jakarta"
"PGL","Trent Lott International Airport","Pascagoula","US","US","30.462799072266","-88.529197692871","UTC"
"PGM","Port Graham Airport","Port Graham","US","US","59.348355","-151.830025","UTC"
"PGN","Pangia Airport","Pangia","PG","PG","-6.386","144.1084","UTC"
"PGO","Stevens Field","Pagosa Springs","US","US","37.28630066","-107.0559998","UTC"
"PGQ","Buli Airport","Pekaulang","ID","ID","0.917144","128.382116","UTC"
"PGR","Kirk Field","Paragould","US","US","36.06290054","-90.50779724","UTC"
"PGS","Grand Canyon Caverns Airport","Peach Springs","US","US","35.527168","-113.247636","UTC"
"PGU","Persian Gulf International Airport","Khiyaroo","IR","IR","27.379601","52.737701","Asia/Tehran"
"PGV","Pitt-Greenville Airport","Greenville","US","US","35.635535","-77.384262","America/New_York"
"PGX","Périgueux-Bassillac Airport","Périgueux/Bassillac","FR","FR","45.198101","0.815556","Europe/Paris"
"PGZ","Ponta Grossa Airport - Comandante Antonio Amilton Beraldo","Ponta Grossa","BR","BR","-25.184476","-50.143822","\N"
"PHA","Phan Rang Airport","Phan Rang","VN","VN","11.6335","108.952003","Asia/Saigon"
"PHB","Parnaíba - Prefeito Doutor João Silva Filho International Airport","Parnaíba","BR","BR","-2.89375","-41.731998","America/Fortaleza"
"PHC","Port Harcourt International Airport","Port Harcourt","NG","NG","5.01549","6.94959","Africa/Lagos"
"PHD","Harry Clever Field","New Philadelphia","US","US","40.470901489258","-81.419700622559","America/New_York"
"PHE","Port Hedland International Airport","Port Hedland","AU","AU","-20.382787","118.629789","Australia/Perth"
"PHF","Newport News Williamsburg International Airport","Newport News","US","US","37.131901","-76.492996","America/New_York"
"PHG","Port Harcourt City Airport / Port Harcourt Air Force Base","Port Harcourt","NG","NG","4.846111","7.021389","UTC"
"PHH","Pokhara International Airport","Pokhara","NP","NP","28.1838","84.0147","UTC"
"PHI","Pinheiro Airport","Pinheiro","BR","BR","-2.477426","-45.105003","UTC"
"PHK","Palm Beach County Glades Airport","Pahokee","US","US","26.78499985","-80.69339752","America/New_York"
"PHL","Philadelphia International Airport","Philadelphia","US","US","39.871899","-75.241096","America/New_York"
"PHN","St Clair County International Airport","Port Huron","US","US","42.9109993","-82.52890015","America/New_York"
"PHO","Point Hope Airport","Point Hope","US","US","68.348801","-166.798996","UTC"
"PHP","Philip Airport","Philip","US","US","44.048527","-101.600933","UTC"
"PHQ","The Monument Airport","Phosphate Hill","AU","AU","-21.811100006104","139.92399597168","UTC"
"PHR","Nanuku Airport","Nanuku Auberge Resort","FJ","FJ","-18.2553","178.0492","UTC"
"PHS","Phitsanulok Airport","Phitsanulok","TH","TH","16.7829","100.278999","Asia/Bangkok"
"PHT","Henry County Airport","Paris","US","US","36.338199615499995","-88.38289642330001","UTC"
"PHW","Hendrik Van Eck Airport","Phalaborwa","ZA","ZA","-23.937200546299998","31.1553993225","Africa/Johannesburg"
"PHX","Phoenix Sky Harbor International Airport","Phoenix","US","US","33.435302","-112.005905","America/Phoenix"
"PHY","Phetchabun Airport","PHY","TH","TH","16.6760005951","101.194999695","Asia/Bangkok"
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","US","US","40.663841","-89.692631","America/Chicago"
